what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698631520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698633372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698634256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698635600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698668445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698669420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698669641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698685700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698729761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698731275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698731490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698754300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698760414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698761172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698761711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698771752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698772863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698774232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698775864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698817124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698822872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698825379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698891157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698907446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698908315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698909984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698933837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357698988789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357699173000
